[2023-10-09 09:58:36,208] Preconditions - Step 01: Navigate to Register Page
[2023-10-09 09:58:37,150] Preconditions - Step 02: Register new User account
[2023-10-09 09:58:37,661] Preconditions - Step 03: Navigate to Login page
[2023-10-09 09:58:38,001] Preconditions - Step 04: Login new User
[2023-10-09 09:58:38,663] Preconditions - Step 05: Select any product in Home Page
[2023-10-09 09:59:03,476] Preconditions - Step 01: Navigate to Register Page
[2023-10-09 09:59:04,409] Preconditions - Step 02: Register new User account
[2023-10-09 09:59:04,936] Preconditions - Step 03: Navigate to Login page
[2023-10-09 09:59:05,283] Preconditions - Step 04: Login new User
[2023-10-09 09:59:05,937] Preconditions - Step 05: Select any product in Home Page
[2023-10-09 10:03:05,162] Preconditions - Step 01: Select menu computers
[2023-10-09 10:03:06,730] Preconditions - Step 02: Select category Notebooks
[2023-10-09 10:03:07,858] Categories Page - Step 01: Select sorting categories Name A to Z
[2023-10-09 10:03:11,119] Categories Page - Step 02: Verify the product name is sorted correctly
[2023-10-09 10:03:11,215] Categories Page - Step 01: Select sorting categories Name Z to A
[2023-10-09 10:03:14,482] Categories Page - Step 02: Verify the product name is sorted correctly
[2023-10-09 10:03:14,514] Categories Page - Step 01: Select sorting categories Price Low to High
[2023-10-09 10:03:17,773] Categories Page - Step 02: Verify the product price is sorted correctly
[2023-10-09 10:03:17,819] Categories Page - Step 01: Select sorting categories Price High to Low
[2023-10-09 10:03:21,079] Categories Page - Step 02: Verify the product price is sorted correctly
[2023-10-09 10:03:21,111] Categories Page - Step 01: Select dropdown list Display
[2023-10-09 10:03:24,371] Categories Page - Step 02: Verify have 3 products is displayed
[2023-10-09 10:03:24,391] Categories Page - Step 03: Verify next paging icon is displayed
[2023-10-09 10:03:24,439] Categories Page - Step 04: Verify previous paging icon Undisplayed
[2023-10-09 10:03:29,460] Categories Page - Step 05: Click next paging icon
[2023-10-09 10:03:32,711] Categories Page - Step 06: Verify previous paging icon displayed
[2023-10-09 10:03:32,767] Categories Page - Step 07: Verify next paging icon is Undisplayed
[2023-10-09 10:03:37,782] Categories Page - Step 01: Select dropdown list Display
[2023-10-09 10:03:41,029] Categories Page - Step 02: Verify have 6 products is displayed
[2023-10-09 10:03:41,051] Categories Page - Step 03: Verify undisplayed paging
[2023-10-09 10:03:46,067] Categories Page - Step 01: Select dropdown list Display
[2023-10-09 10:03:49,311] Categories Page - Step 02: Verify have 9 products is displayed
[2023-10-09 10:03:49,335] Categories Page - Step 03: Verify undisplayed paging
[2023-10-09 10:08:58,201] Preconditions - Step 01: Select menu computers
[2023-10-09 10:08:59,176] Preconditions - Step 02: Select category Notebooks
[2023-10-09 10:08:59,616] Categories Page - Step 01: Select sorting categories Name A to Z
[2023-10-09 10:09:02,880] Categories Page - Step 02: Verify the product name is sorted correctly
[2023-10-09 10:09:02,975] Categories Page - Step 01: Select sorting categories Name Z to A
[2023-10-09 10:09:06,227] Categories Page - Step 02: Verify the product name is sorted correctly
[2023-10-09 10:09:06,257] Categories Page - Step 01: Select sorting categories Price Low to High
[2023-10-09 10:09:09,514] Categories Page - Step 02: Verify the product price is sorted correctly
[2023-10-09 10:09:09,565] Categories Page - Step 01: Select sorting categories Price High to Low
[2023-10-09 10:09:12,810] Categories Page - Step 02: Verify the product price is sorted correctly
[2023-10-09 10:09:12,843] Categories Page - Step 01: Select dropdown list Display
[2023-10-09 10:09:16,099] Categories Page - Step 02: Verify have 3 products is displayed
[2023-10-09 10:09:16,117] Categories Page - Step 03: Verify next paging icon is displayed
[2023-10-09 10:09:16,166] Categories Page - Step 04: Verify previous paging icon Undisplayed
[2023-10-09 10:09:21,191] Categories Page - Step 05: Click next paging icon
[2023-10-09 10:09:24,439] Categories Page - Step 06: Verify previous paging icon displayed
[2023-10-09 10:09:24,495] Categories Page - Step 07: Verify next paging icon is Undisplayed
[2023-10-09 10:09:29,513] Categories Page - Step 01: Select dropdown list Display
[2023-10-09 10:09:32,756] Categories Page - Step 02: Verify have 6 products is displayed
[2023-10-09 10:09:32,778] Categories Page - Step 03: Verify undisplayed paging
[2023-10-09 10:09:37,800] Categories Page - Step 01: Select dropdown list Display
[2023-10-09 10:09:41,046] Categories Page - Step 02: Verify have 9 products is displayed
[2023-10-09 10:09:41,065] Categories Page - Step 03: Verify undisplayed paging
[2023-10-10 08:29:26,891] Preconditions - Step 01: Navigate to Register Page
[2023-10-10 08:29:27,349] Preconditions - Step 02: Register new User account
[2023-10-10 08:29:28,943] Preconditions - Step 03: Navigate to Login page
[2023-10-10 08:29:29,402] Preconditions - Step 04: Login new User
[2023-10-10 08:29:30,277] Preconditions - Step 05: Select any product in Home Page
[2023-10-15 10:22:11,535] Preconditions - Step 01: Navigate to Register Page
[2023-10-15 10:22:11,535] Preconditions - Step 01: Navigate to Register Page
[2023-10-15 10:22:11,897] Preconditions - Step 01: Navigate to Register Page
[2023-10-15 10:22:11,963] Preconditions - Step 01: Select menu computers
[2023-10-15 10:22:12,130] Preconditions - Step 01: Navigate to Register Page
[2023-10-15 10:22:12,352] Preconditions - Step 02: Register new User account
[2023-10-15 10:22:12,535] Preconditions - Step 02: Select category Notebooks
[2023-10-15 10:22:12,565] Preconditions - Step 02: Register new User account
[2023-10-15 10:22:12,642] Preconditions - Step 02: Register new User account
[2023-10-15 10:22:12,781] Register - Step 01: Click Register Button
[2023-10-15 10:22:12,956] Categories Page - Step 01: Select sorting categories Name A to Z
[2023-10-15 10:22:13,046] Register - Step 02: Verify error message from first name textbox
[2023-10-15 10:22:13,069] Register - Step 03: Verify error message from last name textbox
[2023-10-15 10:22:13,088] Register - Step 04: Verify error message from email textbox
[2023-10-15 10:22:13,109] Register - Step 05: Verify error message from password textbox
